"date","dow","death","pm10tmean","pm25tmean","o3tmean","so2tmean","no2tmean","cotmean","tmpd","dptp","rhum"
1988-03-18,"Friday",130,2.2733118971,NA,-7.809105003,-1.605234581,-2.067524367,-240.4083823,34.5,17.375,45.625
1988-03-19,"Saturday",109,-14.76774194,NA,-3.160309748,-2.248106465,-5.053148545,-319.0931349,32,29.5,73.75
1988-03-20,"Sunday",117,-36.78456592,NA,8.3202874698,-5.56853129,-13.43623272,-470.9999176,28.5,15,57.625
1988-03-21,"Monday",145,-20.72435897,NA,11.591460829,-1.942990519,-7.833657091,-348.9589312,30,15.75,54.5
1988-03-22,"Tuesday",124,18.800875126,NA,-5.021180455,2.0324443795,-0.033013082,-117.8694138,46.5,35,37.75
1988-03-23,"Wednesday",136,39.259615385,NA,6.4385421004,1.6329314156,0.9921197354,-110.5988912,56,36.25,53.25
1988-03-24,"Thursday",113,7.2379421222,NA,-1.910438405,-2.815705929,4.7971676254,253.18926282,56.5,54.75,65
1988-03-25,"Friday",132,-19.83870968,NA,-4.403470367,-2.681149959,-6.756058543,-259.3960166,53,35.5,54.25
1988-03-26,"Saturday",140,14.194174757,NA,-5.664159096,-1.113110336,-11.90641541,-478.4137522,39,18.5,53.875
1988-03-27,"Sunday",139,10.185064935,NA,-3.771997235,-0.351188689,-9.116160241,-213.3145249,40,28.25,57.75
1988-03-28,"Monday",121,-7.990500101,NA,-15.80729898,1.5846180987,5.4489644547,-21.90795039,48.5,42.625,63.875
1988-03-29,"Tuesday",139,-15.76143791,NA,-12.69470391,-2.647364177,-2.113906253,-67.66890779,45.5,35.75,90.875
1988-03-30,"Wednesday",122,-11.79672131,NA,-7.654409919,-1.89590618,-0.160008341,-100.1767326,40.5,27.25,55.375
1988-03-31,"Thursday",113,-1.848684211,NA,-8.170375281,0.1961993179,4.9253199597,-21.52263692,42,32,60.25
1988-04-01,"Friday",121,-14.85148515,NA,8.8208760539,NA,-3.90117305,-483.1160588,42,34.25,73.5
1988-04-02,"Saturday",125,-4.719471947,NA,-16.40307605,-2.845144361,-2.632190186,143.60376785,54,56.625,89.25
1988-04-03,"Sunday",120,-19.3015883,NA,-3.493246936,-3.113932,-3.484152697,15.918629603,53.5,44.125,81.75
1988-04-04,"Monday",130,NA,NA,1.4910370183,0.5784874818,-0.48882605,34.451871678,57.5,51.625,61.25
1988-04-05,"Tuesday",144,-2.552980132,NA,4.6738320346,1.9810563428,1.8502223196,-93.46503,69.5,57.5,61
1988-04-06,"Wednesday",111,-26.42384106,NA,4.9305144209,-4.450136331,-12.53843749,-325.2826905,50,28.75,50.375
1988-04-07,"Thursday",133,-12.45182724,NA,-2.778868586,-3.067240054,-2.648100299,-7.838355395,50,25.25,39
1988-04-08,"Friday",125,-12.46333333,NA,-7.629568774,2.0116721971,9.6724915485,606.52600849,51.5,28.75,40.875
1988-04-09,"Saturday",126,11.387696016,NA,-6.297875412,2.4919916674,6.9020061295,659.2587272,52.5,37.75,49.625
1988-04-10,"Sunday",121,-9.578595318,NA,-8.613819995,-2.268719233,-7.847456576,-286.7392711,43,33.75,73.5
1988-04-11,"Monday",118,-13.60200669,NA,2.742342396,-3.910527726,-13.43838979,-396.1393796,46,22.875,38.625
1988-04-12,"Tuesday",116,-6.615384615,NA,2.0072774037,-0.794093275,-4.089690001,-75.83682553,47.5,23.25,40.875
1988-04-13,"Wednesday",87,NA,NA,1.4949885063,3.7431945881,11.006969136,640.49782547,53,38.5,46.875
1988-04-14,"Thursday",122,-19.61538462,NA,0.0215518453,-2.385104719,-5.279753036,-242.4517003,43,28.875,61.875
1988-04-15,"Friday",116,-16.05133588,NA,-1.890866758,-2.717507355,-4.69773269,-279.7118393,41.5,25.5,55.125
1988-04-16,"Saturday",123,-1.615384615,NA,-4.599292785,-0.664403703,2.2464913053,-55.00207998,47.5,27.5,36.5
1988-04-17,"Sunday",118,31.304347826,NA,12.261653552,-0.444562415,-8.842233399,-425.6576297,59,37.875,53.375
1988-04-18,"Monday",109,-3.758389262,NA,3.4032370098,-0.869383575,-5.628181589,-286.3611533,42.5,17.875,41.125
1988-04-19,"Tuesday",117,7.1946308725,NA,-5.163370254,2.2904399676,7.072918699,1.637559674,40.5,14.75,29.5
1988-04-20,"Wednesday",110,7.1812080537,NA,-5.167360699,0.4023503895,7.9570672219,-164.476952,45.5,35.25,68.75
1988-04-21,"Thursday",150,-5.052431616,NA,-7.420908868,1.0075854181,14.587565871,288.45133929,37,28.75,55.75
1988-04-22,"Friday",122,6.1677852349,NA,0.0314494989,2.9073560061,-1.309028402,-294.6901929,45.5,30.375,48.875
1988-04-23,"Saturday",117,-0.771812081,NA,-5.436404398,-1.910167046,-7.548075219,-452.9632626,44,34.375,73
1988-04-24,"Sunday",94,-10.76174497,NA,-1.465911129,-1.126153034,-4.706338594,-285.3736905,45,30.125,52.875
1988-04-25,"Monday",116,-0.695652174,NA,-3.7246672,1.0440647964,6.1616090893,-98.47138819,54,36.375,39.125
1988-04-26,"Tuesday",121,-25.69899666,NA,-2.947957724,-1.743827574,-1.067134476,-420.3920706,48.5,35.875,80.625
1988-04-27,"Wednesday",122,-24.2059951,NA,-1.831489864,-1.910976452,-12.09850956,-445.0675517,39.5,34.625,83.625
1988-04-28,"Thursday",109,-11.75503356,NA,-0.264403833,-0.013044869,-1.297246955,47.758313368,48.5,28.375,52.625
1988-04-29,"Friday",123,3.2751677852,NA,-4.106055282,1.051841355,10.822488789,661.2957596,49,25.375,38.125
1988-04-30,"Saturday",100,-11.60738255,NA,-3.386684468,-1.45335559,12.915920396,482.91367971,54,26.5,34.875
1988-05-01,"Sunday",110,-11.54362416,NA,5.91864987,-2.096154371,7.4266931105,42.865194941,53,29.625,39.25
1988-05-02,"Monday",125,5.4362416107,NA,8.788013587,0.6546538971,9.2080310789,174.87402413,57,27.75,29.5
1988-05-03,"Tuesday",127,4.3580329564,NA,8.8611834099,-0.704484229,2.7889230727,14.110037545,56.5,39.125,55.125
1988-05-04,"Wednesday",113,3.5284280936,NA,7.7704330234,0.0321033829,1.989232906,165.29452008,52.5,31.875,40.875
1988-05-05,"Thursday",115,6.8930960344,NA,1.8538458493,-0.267637541,4.1921460344,342.33242924,54.5,34.875,40.5
1988-05-06,"Friday",115,15.618729097,NA,-0.540528119,-0.635273545,7.4147477863,134.73400926,61.5,38.125,46.5
1988-05-07,"Saturday",129,38.719063545,NA,6.7107321344,1.9361996531,5.5510573022,181.33546847,62,40.875,29.375
1988-05-08,"Sunday",137,320.72483221,NA,23.919724454,-1.97261412,-15.74306049,-469.2682892,67.5,53.25,78
1988-05-09,"Monday",134,-12.96471268,NA,-0.173018174,-4.094157518,-13.63153308,-180.0838644,56,52.625,82.125
1988-05-10,"Tuesday",124,-8.167785235,NA,-6.609380836,-2.328186349,-3.908122882,94.700930418,57,49.5,72.125
1988-05-11,"Wednesday",121,14.788590604,NA,-2.594221856,5.254376097,5.8333188312,206.98513691,60.5,41.25,44.25
1988-05-12,"Thursday",107,10.859060403,NA,7.1943292936,4.638400398,7.6107409438,-77.45789946,67,52.5,50.75
1988-05-13,"Friday",112,-14.06375839,NA,3.8566395324,-2.578481778,-8.309709536,-304.4851431,58,33.625,52.25
1988-05-14,"Saturday",106,16.070469799,NA,2.7606735833,1.3833773968,-2.601757819,-79.00089393,60,39.875,29
1988-05-15,"Sunday",121,20.857807524,NA,10.397351784,1.4157985106,-7.445287023,-369.9272836,71,54.125,58
1988-05-16,"Monday",113,NA,NA,-2.399861948,-1.946130199,-9.732600341,-380.6851452,55.5,40.25,72.25
1988-05-17,"Tuesday",93,-14.91891892,NA,1.1014621449,-3.455644916,-12.75131103,-210.9970108,52,34.375,54.75
1988-05-18,"Wednesday",108,-8.945945946,NA,1.374837357,-2.949388427,-5.057159258,-164.576946,55,44.875,61.875
1988-05-19,"Thursday",104,-0.855218855,NA,4.6755369598,-2.509142817,1.9967724926,-124.8288009,60,36.625,38.625
1988-05-20,"Friday",106,19.212121212,NA,3.6178975789,-2.023419376,5.7670165189,103.11928184,63,51.75,61.25
1988-05-21,"Saturday",121,8.2297033502,NA,15.449717,-2.464461622,3.7635082716,167.56855461,64.5,50.25,53
1988-05-22,"Sunday",108,NA,NA,16.467134299,-3.031753634,-10.98200596,-273.4749846,66,53.625,67.375
1988-05-23,"Monday",111,-0.624161074,NA,-5.427242511,-3.409100132,-6.122695757,-229.3455424,53.5,52.25,90.25
1988-05-24,"Tuesday",109,-17.60402685,NA,7.3282261411,-4.300154805,-11.41115729,-400.6504737,53,28,46
1988-05-25,"Wednesday",104,-18.5033557,NA,-1.027630622,-1.514233485,-4.545544377,-68.08874454,48.5,35.5,51.125
1988-05-26,"Thursday",115,8.4563758389,NA,0.8128266882,2.7529619635,3.6647240754,52.888044559,60.5,42.375,38.5
1988-05-27,"Friday",116,23.582460882,NA,15.248709154,0.4764805011,7.4251562629,42.386802572,69.5,45.375,39.625
1988-05-28,"Saturday",128,NA,NA,14.6848321,1.1564026693,9.311717477,18.308588606,73,49.75,41.375
1988-05-29,"Sunday",128,NA,NA,20.193173041,-1.043108458,5.4040862316,-9.113992099,74,51.875,40
1988-05-30,"Monday",115,31.66,NA,26.977832739,0.6358486549,3.2839203383,94.984813098,75.5,52,39.5
1988-05-31,"Tuesday",146,104.75083056,NA,25.174751309,3.834352849,18.519876185,750.84856321,76,52.75,39.25
1988-06-01,"Wednesday",114,98.77076412,NA,23.236685925,7.1181978326,27.199158538,900.7424112,76.5,54,39.5
1988-06-02,"Thursday",107,5.3833115858,NA,5.5021947559,-0.321179082,-5.437176874,118.33351234,63,47,70.125
1988-06-03,"Friday",101,-15.23920266,NA,1.6162427386,-3.461480782,-8.768169418,-176.0098231,58.5,37.5,45.125
1988-06-04,"Saturday",117,10.733333333,NA,-1.402168197,1.6272348473,3.4120619722,374.12608302,62.5,40.5,36.625
1988-06-05,"Sunday",115,24.76,NA,18.329109734,1.7199882929,0.5941060981,-130.8922213,73,49.125,36.75
1988-06-06,"Monday",120,NA,NA,24.293200796,0.5064111512,7.5850303782,-17.92913326,78,48.75,34.375
1988-06-07,"Tuesday",102,95.638795987,NA,27.724640419,3.6660095666,16.941173255,299.99198627,79,51.125,35.5
1988-06-08,"Wednesday",103,29.827303299,NA,4.8983114902,1.1647315668,3.6601879505,-120.3397346,63,46.125,70.125
1988-06-09,"Thursday",103,NA,NA,6.6797548402,-3.454758465,-10.34532516,-510.3671299,56,32.375,39
1988-06-10,"Friday",127,-13.44816054,NA,0.7665959838,-3.222897984,0.6055970001,-223.5590503,56,34.625,37.125
1988-06-11,"Saturday",123,6.4832214765,NA,7.6855408535,0.9794162266,7.244344786,-17.75640542,67,41.625,32.125
1988-06-12,"Sunday",110,6.4343434343,NA,21.607820673,2.2124359384,7.8123213605,-244.3515128,72,48.25,35.375
1988-06-13,"Monday",98,31.451178451,NA,23.10250674,0.6979350239,10.848599399,-173.793264,78,48.5,29.875
1988-06-14,"Tuesday",129,48.40882451,NA,26.810555026,2.5792856466,4.2206021934,-18.94827654,82,53.625,35.375
1988-06-15,"Wednesday",102,34.351351351,NA,21.122447339,0.4594760714,0.5294022523,-306.976356,81.5,53.625,43.75
1988-06-16,"Thursday",112,-4.674576271,NA,2.1465023872,0.1730422268,-5.769913315,-352.2216222,71,47.125,42.625
1988-06-17,"Friday",95,2.3322033898,NA,6.4691350006,-0.06488925,7.620294103,-175.1715796,68.5,53.25,54.125
1988-06-18,"Saturday",137,11.308474576,NA,15.390423548,-3.763318385,15.014125402,197.7739845,74.5,52.875,37
1988-06-19,"Sunday",116,NA,NA,32.679264377,-2.396851381,-3.639905265,-311.3181857,82,55.875,35.875
1988-06-20,"Monday",114,45.886253057,NA,34.574771932,1.1635529595,2.3065321128,-115.1005101,88.5,70.25,73.875
1988-06-21,"Tuesday",109,37.18707483,NA,26.025731462,0.414201961,11.97661928,164.68932331,86.5,66.125,44.375
1988-06-22,"Wednesday",122,40.18707483,NA,28.06502687,-1.659971261,-1.58627217,-383.5157915,82.5,67.25,69
1988-06-23,"Thursday",112,-17.83276451,NA,3.5394574008,-4.205196288,-7.301272965,-380.4251685,70,50.75,53.75
1988-06-24,"Friday",108,NA,NA,9.9613511061,-1.209018041,9.3932165775,-242.6813773,77.5,63.25,48.625
1988-06-25,"Saturday",122,NA,NA,32.597443714,-0.617425865,-7.814484583,-321.162901,84.5,57.5,47.125
1988-06-26,"Sunday",118,-20.30809202,NA,-0.504932453,-5.883439958,-16.70506788,-463.7015255,63.5,44.875,51
1988-06-27,"Monday",105,-22.92439863,NA,-6.869970682,-4.495313781,-5.60126813,-260.2256772,64,42.875,39.75
1988-06-28,"Tuesday",89,NA,NA,9.4292636827,0.567944177,1.6549390887,-69.3971491,72.5,58.5,77.5
1988-06-29,"Wednesday",115,-26.88659794,NA,1.6727496655,-5.840185254,-9.020777895,-381.715566,63,44.375,55.375
1988-06-30,"Thursday",116,-32.8390411,NA,-1.722803844,-5.175661224,-11.36608012,-401.0589813,61.5,46.125,55.375
1988-07-01,"Friday",116,-24.91752577,NA,-2.929314626,-1.471823695,-3.483701819,-263.2777174,66,47.375,54.375
1988-07-02,"Saturday",108,-15.6530784,NA,-3.522549346,-3.90538876,-1.874127817,-12.99186232,65,44.375,43.875
1988-07-03,"Sunday",108,NA,NA,12.177648093,1.8470811973,6.4316669903,220.01324911,69.5,47.875,39.25
1988-07-04,"Monday",123,6.9385665529,NA,21.726997357,-0.10455547,12.315666595,412.96463616,73,49.875,37.25
1988-07-05,"Tuesday",120,NA,NA,31.904668473,2.9248035612,22.059798651,461.833503,79.5,56.75,37.125
1988-07-06,"Wednesday",134,71.924398625,NA,28.90645553,5.9202828691,36.964746248,897.42525216,82.5,60.625,38.875
1988-07-07,"Thursday",102,72.113402062,NA,32.606317571,2.2456402006,22.036907314,411.90972471,85,58.375,42.75
1988-07-08,"Friday",131,65.299955163,NA,22.263808624,-0.138260167,19.749363342,546.91922855,83,59.875,43.625
1988-07-09,"Saturday",105,41.424137931,NA,22.874294944,-0.849265208,15.446244748,130.96366174,82.5,57.25,40.5
1988-07-10,"Sunday",109,NA,NA,13.976553374,-1.780630373,-3.454050721,-393.0862931,75.5,64.625,70.875
1988-07-11,"Monday",98,-1.589655172,NA,7.9275161772,-1.762785368,-0.135195735,-220.2629015,76.5,57.5,52
1988-07-12,"Tuesday",108,-29.57931034,NA,1.2869640447,-4.414263922,-3.460992397,-167.4569624,71.5,60.375,64.25
1988-07-13,"Wednesday",108,6.4620689655,NA,5.7878223999,1.0016277933,-2.403068438,-275.3613938,80,65.875,49.375
1988-07-14,"Thursday",109,18.131636326,NA,19.786573879,-1.122990281,0.4342372003,-12.54098194,87,57.75,42.75
1988-07-15,"Friday",99,34.496527778,NA,15.663103501,0.2543592666,9.6822171495,45.003296455,86.5,70.5,45.875
1988-07-16,"Saturday",123,9.5243055556,NA,11.294865781,0.5202876204,-3.159303967,-254.3776232,85,69.625,92.25
1988-07-17,"Sunday",109,-21.49825784,NA,4.5319827745,-4.364149902,-6.713032612,-372.0734339,78,61,52.875
1988-07-18,"Monday",101,NA,NA,-3.052954257,-3.964695796,5.8568791251,-30.27165523,71.5,66.25,86.375
1988-07-19,"Tuesday",119,-8.40625,NA,-0.444823591,-3.514711407,-0.390459029,-166.7609367,75,58.375,53.875
1988-07-20,"Wednesday",132,-8.824494103,NA,1.8559224434,1.1662375682,-2.148213153,-271.4485322,74,63.875,72.125
1988-07-21,"Thursday",115,-11.48251748,NA,-1.696266658,-0.265270639,2.9848787081,-227.8124377,71.5,61.125,75.25
1988-07-22,"Friday",99,-28.56491228,NA,0.8349505146,-4.117478621,-5.991533018,-316.0212567,71,59.125,65.625
1988-07-23,"Saturday",106,-15.55789474,NA,1.5681506371,-4.976746928,-3.972515147,-245.4358632,72,59.5,58.5
1988-07-24,"Sunday",112,10.442105263,NA,9.7929082178,-0.286058835,5.1301880428,24.616556331,75.5,57.375,42.375
1988-07-25,"Monday",115,-4.526315789,NA,12.976995522,-2.024521952,0.845877721,-52.68683659,75.5,64.75,74.875
1988-07-26,"Tuesday",121,-18.40032274,NA,-2.972194574,-3.869254885,-8.878524248,-198.1583802,73.5,55.75,54
1988-07-27,"Wednesday",110,15.466666667,NA,6.1954911526,-0.132963809,6.9171372555,127.20302814,76,60.375,45.875
1988-07-28,"Thursday",96,24.515789474,NA,22.138251412,2.3052663104,6.9795752567,-72.3549953,84,62.5,43.875
1988-07-29,"Friday",121,29.58245614,NA,30.846328046,NA,4.8377208308,-303.6497388,83,68.5,56.25
1988-07-30,"Saturday",110,-3.361403509,NA,19.516620403,NA,-3.299135491,-34.49651134,82.5,68.875,80.875
1988-07-31,"Sunday",89,NA,NA,17.217525258,7.0794201912,-1.80001284,-123.3002966,79,62.75,46.75
1988-08-01,"Monday",123,25.924222128,NA,18.292836966,0.2671846468,1.9509823912,-120.0446204,89,71.125,51.75
1988-08-02,"Tuesday",139,23.453900709,NA,22.640964395,0.5851070468,1.2532023515,-283.6737098,89.5,70.375,51.5
1988-08-03,"Wednesday",125,21.492907801,NA,13.550077286,3.9521479204,3.9523772957,-64.24344395,88,67.375,53
1988-08-04,"Thursday",146,22.436170213,NA,16.023981729,3.9879370653,4.3216592118,-21.05930583,87,71.5,62.375
1988-08-05,"Friday",152,20.521276596,NA,9.6178457447,-1.386248389,-3.092325607,-309.598046,76.5,60.125,54.75
1988-08-06,"Saturday",121,NA,NA,10.334613293,-2.192994813,5.5718238043,20.540108629,76.5,51.75,39.75
1988-08-07,"Sunday",130,-0.686950324,NA,14.812288218,0.0004691207,1.5808137885,-98.10493516,78,53.625,34.75
1988-08-08,"Monday",144,23.476868327,NA,26.669929958,0.427770913,-2.820425012,60.861648094,84,70.75,74.375
1988-08-09,"Tuesday",108,24.430604982,NA,4.4089058432,-0.650126125,7.8408838802,500.42708637,79,73,80
1988-08-10,"Wednesday",110,-7.715302491,NA,4.4427535115,-1.831355707,9.1748830858,338.31036679,76.5,72,86.75
1988-08-11,"Thursday",114,NA,NA,3.1771256296,-1.077355754,4.4874754224,176.03719677,82,73.375,69.125
1988-08-12,"Friday",95,22.259786477,NA,0.9583934102,2.2509420407,8.2672999919,111.75493486,83.5,69.625,61.375
1988-08-13,"Saturday",102,30.683664822,NA,10.624579513,-0.386774859,-1.688090968,-254.2605691,83.5,73.625,80.75
1988-08-14,"Sunday",113,NA,NA,13.323678501,1.4654948332,-12.40921551,-427.8410944,83,76.625,70.5
1988-08-15,"Monday",132,-11.64412811,NA,12.022419284,2.808800176,0.3964097504,-42.47462172,84,70.5,69.375
1988-08-16,"Tuesday",106,25.326241135,NA,7.7503393768,1.4683286165,8.884945436,493.27845495,86,73.125,58.625
1988-08-17,"Wednesday",141,25.488012736,NA,12.692077176,0.3534717327,-1.102245845,35.663570191,88,66.375,45.375
1988-08-18,"Thursday",168,19.416370107,NA,7.4815611662,-1.165973493,-2.012521718,-193.2038227,80.5,68.375,83.5
1988-08-19,"Friday",125,-11.14789587,NA,-10.80157526,-3.464042192,-8.216705869,-222.2430909,71.5,62.875,74.5
1988-08-20,"Saturday",100,-12.21708185,NA,11.709561591,0.3408982773,-5.368835707,-175.2773869,73,62.125,71
1988-08-21,"Sunday",85,NA,NA,1.850517174,-4.00637569,-3.611685392,-88.09529886,70.5,54.875,57
1988-08-22,"Monday",92,-4.322580645,NA,-1.458954815,0.0385734968,2.4460208208,-177.8323062,70,59.75,65.75
1988-08-23,"Tuesday",117,3.6043165468,NA,6.0420776801,-1.521423953,-5.836946016,-336.097603,75,55.375,52.75
1988-08-24,"Wednesday",124,45.561151079,NA,-4.482655761,-2.715980203,0.0200937866,-232.3163949,71,52.375,54.875
1988-08-25,"Thursday",103,10.677413949,NA,-5.175629051,-2.665957024,-1.852977152,-302.6283079,69.5,42.625,38.375
1988-08-26,"Friday",112,-2.408602151,NA,-9.920368124,0.5397046326,-0.625719818,-63.85260904,66,45.375,42.625
1988-08-27,"Saturday",98,NA,NA,-17.93231756,NA,6.2022176642,-296.1176272,65,60.125,95.875
1988-08-28,"Sunday",79,45.563176895,NA,-7.082684869,NA,-7.811802325,-458.5492387,64,41.875,46.75
1988-08-29,"Monday",114,-14.41877256,NA,-5.906230481,-3.318831053,1.8172045239,210.05643825,60,49,62.25
1988-08-30,"Tuesday",95,-6.519855596,NA,-6.657717496,1.0530761227,9.2880541916,197.86712721,63,49.375,50.625
1988-08-31,"Wednesday",112,7.844047619,NA,4.4395673572,-2.02442475,10.516492978,-127.9441905,70.5,49,39.75
1988-09-01,"Thursday",121,4.4347826087,NA,10.310137692,3.6162417429,16.376409551,118.03507561,72,52.5,49.75
1988-09-02,"Friday",120,21.338181818,NA,8.2210610931,5.3760759911,20.579559163,202.96374977,73,57.875,54.75
1988-09-03,"Saturday",105,-5.690909091,NA,6.4337270204,-1.369808415,-2.85661908,-274.3920233,72,53.625,55.375
1988-09-04,"Sunday",108,-15.70437956,NA,7.3348467607,-3.216986885,-14.02883232,-436.6991513,63,52.375,72.875
1988-09-05,"Monday",106,NA,NA,-1.073236337,-4.958536588,-14.69896218,-364.5461254,54,38,57.125
1988-09-06,"Tuesday",119,-10.39338972,NA,-9.909250941,-0.860430681,3.858414206,296.05654574,55,39.625,51.375
1988-09-07,"Wednesday",120,-10.19982226,NA,1.2264311039,1.7236469795,8.6050601993,-138.4044141,60.5,37.625,33
1988-09-08,"Thursday",117,10.23465704,NA,9.3413248589,-1.623694159,9.8699352001,-176.6699078,70,47.125,42.125
1988-09-09,"Friday",112,22.260869565,NA,-9.098875822,0.0067159019,13.34653397,384.33569563,66,34.75,35.375
1988-09-10,"Saturday",129,33.232727273,NA,-7.219957159,9.918678626,23.283686076,545.2354945,67.5,39.75,32.375
1988-09-11,"Sunday",123,NA,NA,3.7374862147,0.3931483625,5.6843705319,-47.2558842,71,62.375,57.75
1988-09-12,"Monday",133,-8.564417454,NA,-7.821169014,-2.158031465,-1.537684144,-49.05587993,75.5,64.75,65.375
1988-09-13,"Tuesday",102,14.149090909,NA,-11.25589999,-1.125931289,-2.50648131,78.09421342,63,46.875,59
1988-09-14,"Wednesday",99,14.124087591,NA,-3.393107992,-1.938463082,4.4244710842,59.672518998,66,48.875,57.125
1988-09-15,"Thursday",104,-5.883211679,NA,-6.889937069,0.1376860167,-4.972871029,-187.3610589,64.5,50.375,59.5
1988-09-16,"Friday",117,11.203636364,NA,-10.47304372,3.4650870115,9.4336837676,181.68268427,65.5,59.75,72.25
1988-09-17,"Saturday",103,NA,NA,-0.732501259,-1.082015664,-1.951917619,-189.8361128,78,61.75,53.5
1988-09-18,"Sunday",121,0.2459932571,NA,-6.564289245,-2.414844747,-6.981982216,-307.7004285,76.5,62.375,76.125
1988-09-19,"Monday",103,-17.84306569,NA,-12.0938868,NA,-10.74175822,-363.2395068,67,51.25,70.125
1988-09-20,"Tuesday",128,-9.835766423,NA,-13.11562352,-3.569385909,-14.25588374,-412.3414473,60,47.25,66.125
1988-09-21,"Wednesday",101,NA,NA,-17.50670772,7.0496246551,-4.325421047,183.52208164,58.5,49.75,69
1988-09-22,"Thursday",128,NA,NA,-8.736119269,-1.887164794,5.409507568,215.04980279,70,66.25,73.625
1988-09-23,"Friday",107,NA,NA,-7.381413318,-3.114393925,-3.585576072,187.42275153,60,42.125,55.125
1988-09-24,"Saturday",95,6.6872807018,NA,-10.56032367,-2.349802521,2.3316305984,829.85792633,56.5,42.875,59.5
1988-09-25,"Sunday",120,NA,NA,-2.411059516,-0.068638495,12.506421341,1263.4822068,61.5,48.25,59.75
1988-09-26,"Monday",107,NA,NA,10.384897116,1.0700640183,17.996708861,463.35229092,64.5,45.875,40.25
1988-09-27,"Tuesday",107,NA,NA,1.7215540741,2.6925899036,6.7261700667,14.229824287,71,56.375,67.625
1988-09-28,"Wednesday",130,NA,NA,-9.270081639,0.0251753749,-8.219358889,-429.5457523,61.5,51.625,68.25
1988-09-29,"Thursday",85,NA,NA,-9.047838143,0.9290676705,10.348857457,402.83591316,67.5,56.875,66.875
1988-09-30,"Friday",138,10.630392157,NA,-13.49122298,-1.935047885,7.8911328705,419.693023,68.5,60.75,71.25
1988-10-01,"Saturday",109,-31.27472527,NA,-15.29767041,-2.938918243,-2.792283505,-103.7603092,62,56.875,83.875
1988-10-02,"Sunday",108,-21.28676471,NA,-7.117372609,-5.419179504,-8.139504252,-246.2207283,56.5,45,73.25
1988-10-03,"Monday",129,NA,NA,-17.67719224,-2.35841367,-2.779548988,176.02660909,53.5,38.125,57.875
1988-10-04,"Tuesday",122,-10.36397059,NA,-14.19859013,-3.715581282,-10.75300938,-455.5909741,43,30.25,57.875
1988-10-05,"Wednesday",97,-13.33088235,NA,-14.92905736,-4.382009205,-7.191876245,-15.57042874,43,32.25,67.75
1988-10-06,"Thursday",117,-5.925002457,NA,-16.34799984,-2.028183578,1.4401980688,643.88914494,43.5,32.75,64.25
1988-10-07,"Friday",124,NA,NA,-14.21610661,1.1433595915,12.665674679,869.56069655,47.5,33,53.75
1988-10-08,"Saturday",110,12.503676471,NA,-13.77061482,-1.323243061,10.628808157,112.23941076,52,41.125,60.375
1988-10-09,"Sunday",107,NA,NA,-13.88809588,-2.020825644,5.5401272636,-16.36872467,54.5,47.5,73.125
1988-10-10,"Monday",118,-4.361623616,NA,-5.277087357,-2.359393288,-9.015335136,-486.4254111,58,34.625,46.625
1988-10-11,"Tuesday",108,4.5904059041,NA,-12.49705342,-4.131267845,-6.62274172,-234.9782967,42.5,26.125,54
1988-10-12,"Wednesday",112,-13.17428631,NA,-11.21058083,-3.398481063,-1.875544884,102.58056856,39,24.375,60.75
1988-10-13,"Thursday",108,NA,NA,-15.28333173,-0.856246036,8.5061534538,638.14713946,39.5,23.875,39.625
1988-10-14,"Friday",106,15.544117647,NA,-7.991923405,2.8578838399,8.7961029186,-53.89735032,58,42.25,44.875
1988-10-15,"Saturday",139,7.4375,NA,9.4569056304,-3.401764452,-2.26047303,-349.1567577,66.5,52,63.125
1988-10-16,"Sunday",120,-0.540441176,NA,0.2112310755,-1.975292781,-6.902387191,-366.6679858,62.5,47.875,66
1988-10-17,"Monday",121,NA,NA,-21.29758619,-2.951402269,3.8361355409,316.41491676,53,55.125,93.75
1988-10-18,"Tuesday",121,-17.52963054,NA,-14.9487787,-2.14577289,-8.352631644,-250.0119132,49.5,36.375,67.875
1988-10-19,"Wednesday",118,-15.38970588,NA,-15.3310673,-2.461285588,-5.681166538,270.78723039,43.5,32.25,72.625
1988-10-20,"Thursday",123,-19.45220588,NA,-20.20531577,-1.171178851,1.2296895539,738.10470626,42,37.875,72.5
1988-10-21,"Friday",101,-12.50367647,NA,-19.32189364,-1.658784112,-6.755619045,-204.5108746,46.5,39,80
1988-10-22,"Saturday",94,-11.44117647,NA,-16.68533581,-2.176993952,-6.442773691,44.044258404,42,32.5,73.5
1988-10-23,"Sunday",115,-13.50367647,NA,-16.19844352,-2.883330739,-12.18664827,-462.6234629,43.5,30.625,70.75
1988-10-24,"Monday",115,-13.99015772,NA,-19.6578598,-3.189410688,-10.7789114,-105.4534525,33.5,27.125,82.5
1988-10-25,"Tuesday",138,-9.649446494,NA,-18.75852277,-3.335434523,-4.679751771,45.338301915,35,22.125,62.125
1988-10-26,"Wednesday",132,-9.740740741,NA,-20.24276502,-1.890502047,-2.406398489,338.36761243,36.5,26,70
1988-10-27,"Thursday",131,NA,NA,-17.59928184,1.161722874,-1.977944569,-241.7194549,45,40.875,80.375
1988-10-28,"Friday",129,-4.888888889,NA,-13.73130174,-2.049879011,-9.08201355,-283.6799117,37,21,59.125
1988-10-29,"Saturday",114,-15.87360595,NA,-15.57832206,NA,-3.377282525,-70.27339011,33.5,12.75,45.5
